mode,strategy,run_number,user,policy_ids,predicate_functions,tables_affected,cpu_ms,elapsed_ms,logical_reads,rows_returned,errors,machine,query_name,tables_used
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P21;P17,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,8971,8549,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P21;P17,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,8553,8109,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P21;P17,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,9209,8761,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P21;P17,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,792,86,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P21;P17,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,803,86,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P21;P17,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1022,106,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P21;P17,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1038,108,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P21;P17,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1009,106,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P21;P15,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,3201,3083,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P21;P15,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,3020,2893,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P21;P15,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,3064,2934,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P21;P15,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,3032,2917,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
